sex;age;marital;income;ls;smoke
MALE;60;DIVORCED;440;MOSTLY DISSATISFIED;NO
FEMALE;24;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;41;MARRIED;1500;MOSTLY SATISFIED;YES
FEMALE;74;WIDOWED;548;MOSTLY DISSATISFIED;YES
FEMALE;96;WIDOWED;1500;MIXED;NO
FEMALE;21;SINGLE;4200;PLEASED;NO
MALE;37;MARRIED;1350;PLEASED;YES
MALE;54;MARRIED;1200;MIXED;NO
MALE;67;MARRIED;1300;PLEASED;NO
FEMALE;38;MARRIED;2000;PLEASED;YES
MALE;86;MARRIED;860;MIXED;NO
MALE;23;SINGLE;-8;DELIGHTED;NO
FEMALE;53;DIVORCED;NA;MIXED;YES
MALE;65;MARRIED;1450;PLEASED;NO
FEMALE;89;WIDOWED;1087;MIXED;NO
MALE;42;MARRIED;1200;MOSTLY SATISFIED;YES
MALE;23;SINGLE;-8;MOSTLY SATISFIED;YES
FEMALE;68;WIDOWED;1100;MIXED;YES
FEMALE;28;MARRIED;NA;PLEASED;NO
MALE;30;MARRIED;1600;PLEASED;YES
MALE;65;MARRIED;1230;PLEASED;NO
MALE;51;MARRIED;-8;MIXED;NO
MALE;50;WIDOWED;500;MOSTLY DISSATISFIED;YES
MALE;25;SINGLE;NA;DELIGHTED;NO
FEMALE;77;WIDOWED;860;MOSTLY DISSATISFIED;NO
MALE;30;MARRIED;1100;MIXED;YES
FEMALE;27;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;37;MARRIED;1050;PLEASED;YES
FEMALE;56;WIDOWED;1500;MOSTLY SATISFIED;NO
MALE;64;MARRIED;1200;DELIGHTED;NO
MALE;41;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;46;WIDOWED;1800;PLEASED;NO
FEMALE;18;SINGLE;-8;PLEASED;NO
FEMALE;56;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;62;MARRIED;1220;PLEASED;NO
MALE;34;MARRIED;6000;DELIGHTED;NO
MALE;70;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;56;WIDOWED;2000;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;NA;PLEASED;NO
FEMALE;57;WIDOWED;900;MOSTLY SATISFIED;NO
MALE;78;MARRIED;970;PLEASED;NO
MALE;46;MARRIED;1800;PLEASED;YES
FEMALE;72;WIDOWED;780;MOSTLY DISSATISFIED;NO
MALE;57;MARRIED;NA;TERRIBLE;NO
FEMALE;81;WIDOWED;5400;PLEASED;NO
FEMALE;47;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;60;MARRIED;3600;DELIGHTED;NO
MALE;76;MARRIED;1680;MIXED;YES
FEMALE;18;SINGLE;NA;DELIGHTED;NO
FEMALE;52;SINGLE;2000;PLEASED;NO
MALE;29;SINGLE;2500;PLEASED;YES
MALE;52;MARRIED;750;PLEASED;NO
MALE;33;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;4000;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;-8;PLEASED;NO
FEMALE;33;SINGLE;960;PLEASED;NO
FEMALE;55;MARRIED;2000;PLEASED;YES
MALE;45;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;55;MARRIED;1500;PLEASED;NO
MALE;77;MARRIED;1450;MOSTLY SATISFIED;NO
MALE;32;MARRIED;2200;PLEASED;NO
MALE;56;MARRIED;510;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;37;MARRIED;4000;MOSTLY SATISFIED;NO
MALE;58;MARRIED;900;MIXED;YES
FEMALE;61;MARRIED;NA;PLEASED;YES
FEMALE;34;MARRIED;-8;PLEASED;NO
FEMALE;52;MARRIED;270;PLEASED;YES
FEMALE;71;MARRIED;1200;PLEASED;NO
MALE;18;SINGLE;-8;MIXED;NO
MALE;67;MARRIED;1400;MOSTLY SATISFIED;NO
MALE;52;MARRIED;1500;PLEASED;NO
MALE;47;MARRIED;1500;PLEASED;NO
FEMALE;67;WIDOWED;1500;MOSTLY DISSATISFIED;NO
FEMALE;72;WIDOWED;1000;MOSTLY DISSATISFIED;NO
FEMALE;52;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;38;SINGLE;1300;MIXED;YES
FEMALE;62;MARRIED;802;MIXED;NO
MALE;57;MARRIED;1300;PLEASED;NO
MALE;33;MARRIED;1500;PLEASED;NO
MALE;77;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;55;MARRIED;1700;PLEASED;NO
MALE;32;DIVORCED;2000;MOSTLY SATISFIED;YES
MALE;55;MARRIED;2000;MIXED;YES
FEMALE;29;DIVORCED;1500;MIXED;YES
FEMALE;50;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;82;WIDOWED;1300;PLEASED;NO
MALE;64;MARRIED;1200;UNHAPPY;YES
FEMALE;29;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;74;MARRIED;850;MIXED;NO
FEMALE;65;WIDOWED;1500;PLEASED;NO
FEMALE;56;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;MIXED;NO
FEMALE;25;MARRIED;1500;PLEASED;NO
MALE;64;MARRIED;2130;PLEASED;NO
FEMALE;67;WIDOWED;800;MIXED;NO
MALE;80;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;41;MARRIED;500;PLEASED;NO
MALE;40;MARRIED;3160;PLEASED;NO
FEMALE;81;MARRIED;2000;DELIGHTED;NO
MALE;75;MARRIED;1600;PLEASED;NO
MALE;30;SINGLE;1300;MOSTLY SATISFIED;YES
MALE;74;WIDOWED;1800;MOSTLY SATISFIED;NO
MALE;30;SINGLE;3200;MOSTLY SATISFIED;YES
FEMALE;67;MARRIED;900;PLEASED;NO
FEMALE;48;MARRIED;NA;MIXED;YES
MALE;58;MARRIED;450;MIXED;YES
MALE;52;MARRIED;3500;MOSTLY DISSATISFIED;NO
FEMALE;34;MARRIED;-8;PLEASED;NO
FEMALE;56;WIDOWED;NA;MIXED;NO
MALE;57;MARRIED;NA;PLEASED;YES
MALE;53;MARRIED;2000;PLEASED;YES
MALE;41;MARRIED;1300;MOSTLY SATISFIED;YES
FEMALE;81;WIDOWED;1020;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;600;MIXED;NO
FEMALE;25;MARRIED;NA;PLEASED;NO
MALE;83;MARRIED;1700;PLEASED;NO
MALE;71;MARRIED;1300;MIXED;NO
MALE;54;MARRIED;3000;PLEASED;YES
MALE;65;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;600;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;1200;PLEASED;NO
FEMALE;33;MARRIED;NA;PLEASED;NO
FEMALE;50;MARRIED;1300;PLEASED;YES
FEMALE;24;SINGLE;616;PLEASED;NO
FEMALE;75;WIDOWED;1450;PLEASED;YES
FEMALE;34;MARRIED;NA;DELIGHTED;NO
MALE;24;SINGLE;-8;PLEASED;NO
FEMALE;59;WIDOWED;1035;MIXED;NO
FEMALE;39;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;2200;PLEASED;YES
MALE;91;WIDOWED;9500;PLEASED;NO
FEMALE;35;MARRIED;NA;PLEASED;NO
MALE;61;MARRIED;1300;PLEASED;NO
FEMALE;32;DIVORCED;1400;PLEASED;NO
MALE;52;MARRIED;3000;MOSTLY SATISFIED;NO
MALE;74;SINGLE;600;MIXED;NO
FEMALE;46;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;55;MARRIED;-8;PLEASED;NO
FEMALE;34;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;23;SINGLE;NA;PLEASED;NO
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;60;MARRIED;5000;PLEASED;YES
MALE;27;MARRIED;NA;MIXED;YES
FEMALE;46;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;NA;PLEASED;YES
FEMALE;42;MARRIED;3000;PLEASED;NO
FEMALE;78;MARRIED;1130;MIXED;NO
FEMALE;61;MARRIED;1500;MOSTLY SATISFIED;YES
FEMALE;51;MARRIED;4500;PLEASED;NO
MALE;53;SINGLE;700;MIXED;YES
FEMALE;84;WIDOWED;1900;PLEASED;NO
FEMALE;34;MARRIED;2200;PLEASED;NO
MALE;66;MARRIED;818;PLEASED;NO
FEMALE;63;SINGLE;2500;MIXED;NO
MALE;52;MARRIED;1760;PLEASED;NO
MALE;66;MARRIED;1100;MOSTLY DISSATISFIED;NO
MALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;1100;MOSTLY SATISFIED;YES
FEMALE;70;WIDOWED;1054;MOSTLY SATISFIED;NO
FEMALE;32;MARRIED;500;PLEASED;NO
MALE;19;SINGLE;-8;DELIGHTED;NO
FEMALE;33;MARRIED;400;MOSTLY SATISFIED;NO
FEMALE;81;MARRIED;910;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;NA;DELIGHTED;NO
MALE;54;MARRIED;3000;PLEASED;NO
MALE;70;MARRIED;1300;PLEASED;NO
FEMALE;55;MARRIED;600;MIXED;YES
FEMALE;33;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;76;MARRIED;-8;MOSTLY SATISFIED;NA
MALE;37;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;56;MARRIED;2300;PLEASED;NO
MALE;58;MARRIED;850;PLEASED;NO
MALE;24;SINGLE;1000;PLEASED;YES
FEMALE;64;MARRIED;920;PLEASED;NO
MALE;40;MARRIED;1400;PLEASED;YES
MALE;71;WIDOWED;800;MIXED;NO
FEMALE;56;MARRIED;1200;PLEASED;NO
FEMALE;57;MARRIED;600;MOSTLY SATISFIED;YES
FEMALE;78;WIDOWED;1300;MIXED;NO
FEMALE;54;MARRIED;1300;PLEASED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;57;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;90;MARRIED;2200;MIXED;NO
FEMALE;42;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;33;MARRIED;2500;PLEASED;NO
MALE;59;MARRIED;3000;PLEASED;NO
FEMALE;79;WIDOWED;900;PLEASED;NO
FEMALE;58;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;34;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;55;MARRIED;-8;PLEASED;NO
MALE;77;MARRIED;800;PLEASED;NO
MALE;43;SINGLE;1700;MOSTLY DISSATISFIED;NO
FEMALE;35;MARRIED;NA;PLEASED;YES
FEMALE;41;MARRIED;1100;MOSTLY SATISFIED;NO
MALE;40;DIVORCED;3000;PLEASED;NO
MALE;49;MARRIED;1100;MOSTLY DISSATISFIED;YES
MALE;35;MARRIED;2000;PLEASED;YES
FEMALE;47;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;70;DE FACTO SEPARATED;1400;MOSTLY SATISFIED;NO
MALE;60;MARRIED;1500;PLEASED;YES
MALE;16;SINGLE;NA;MIXED;NO
FEMALE;30;SINGLE;400;MIXED;NO
FEMALE;29;SINGLE;1300;PLEASED;YES
MALE;40;MARRIED;3260;PLEASED;YES
FEMALE;59;MARRIED;1150;MOSTLY SATISFIED;YES
FEMALE;81;WIDOWED;1350;PLEASED;NO
FEMALE;23;SINGLE;1100;MOSTLY SATISFIED;YES
MALE;76;MARRIED;-8;PLEASED;NO
FEMALE;64;WIDOWED;1450;MOSTLY SATISFIED;YES
MALE;58;MARRIED;2188;PLEASED;YES
FEMALE;54;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;100;PLEASED;YES
FEMALE;74;MARRIED;1200;PLEASED;NO
FEMALE;34;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;23;SINGLE;1000;PLEASED;YES
MALE;40;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;51;MARRIED;500;MOSTLY SATISFIED;YES
MALE;37;MARRIED;1900;PLEASED;NO
MALE;67;SINGLE;600;MOSTLY DISSATISFIED;YES
FEMALE;64;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;850;MOSTLY SATISFIED;NO
MALE;22;SINGLE;1200;PLEASED;NO
FEMALE;58;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;52;MARRIED;2500;DELIGHTED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;50;MARRIED;1500;PLEASED;NO
MALE;83;MARRIED;1230;DELIGHTED;NO
MALE;56;MARRIED;-8;PLEASED;NO
MALE;53;MARRIED;2400;PLEASED;YES
FEMALE;16;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;90;MARRIED;1200;PLEASED;NO
MALE;72;MARRIED;1000;MIXED;NO
FEMALE;78;MARRIED;1580;MOSTLY SATISFIED;NO
MALE;55;SINGLE;800;MIXED;YES
MALE;60;MARRIED;840;MOSTLY DISSATISFIED;YES
MALE;66;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;24;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;78;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;1150;MOSTLY SATISFIED;NO
MALE;55;MARRIED;4000;MOSTLY SATISFIED;YES
FEMALE;60;MARRIED;877;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;1500;PLEASED;NO
FEMALE;56;DIVORCED;2500;MIXED;YES
FEMALE;60;MARRIED;1690;PLEASED;NO
MALE;53;MARRIED;2000;PLEASED;NO
MALE;31;MARRIED;2000;PLEASED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;27;SINGLE;1500;PLEASED;NO
MALE;64;MARRIED;-8;PLEASED;NO
FEMALE;81;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;40;MARRIED;1900;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;560;MOSTLY SATISFIED;YES
FEMALE;43;MARRIED;-8;PLEASED;NO
FEMALE;51;MARRIED;-8;PLEASED;NO
FEMALE;52;MARRIED;2600;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;500;PLEASED;YES
FEMALE;41;DIVORCED;1200;MOSTLY SATISFIED;YES
FEMALE;23;MARRIED;NA;PLEASED;NO
FEMALE;49;DIVORCED;-8;MOSTLY SATISFIED;NO
MALE;29;SINGLE;1800;DELIGHTED;NO
MALE;68;MARRIED;1200;MIXED;NO
FEMALE;36;MARRIED;3400;PLEASED;NO
MALE;52;MARRIED;4700;PLEASED;YES
MALE;68;MARRIED;600;UNHAPPY;YES
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;20;SINGLE;400;MOSTLY SATISFIED;YES
FEMALE;30;MARRIED;2200;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;950;PLEASED;NO
MALE;65;MARRIED;2000;DELIGHTED;NO
FEMALE;49;MARRIED;5000;PLEASED;NO
MALE;63;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;63;MARRIED;1200;NA;NO
FEMALE;24;SINGLE;1100;MOSTLY SATISFIED;NO
MALE;67;MARRIED;1450;MOSTLY SATISFIED;YES
FEMALE;58;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;750;MOSTLY SATISFIED;NO
FEMALE;32;MARRIED;2800;PLEASED;NO
MALE;66;MARRIED;855;MIXED;YES
MALE;64;MARRIED;2000;MOSTLY SATISFIED;YES
MALE;54;MARRIED;2000;PLEASED;YES
FEMALE;23;SINGLE;1000;PLEASED;NO
MALE;77;MARRIED;3200;PLEASED;NO
FEMALE;81;WIDOWED;1100;MOSTLY DISSATISFIED;NO
FEMALE;55;MARRIED;600;PLEASED;NO
MALE;39;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;32;SINGLE;1600;PLEASED;YES
MALE;72;MARRIED;7000;PLEASED;NO
MALE;33;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;1200;MIXED;NO
MALE;22;SINGLE;1600;MOSTLY SATISFIED;NO
FEMALE;26;SINGLE;1500;MOSTLY SATISFIED;NO
MALE;17;SINGLE;-8;PLEASED;NO
MALE;75;MARRIED;2900;PLEASED;NO
FEMALE;51;MARRIED;1800;PLEASED;NO
MALE;25;SINGLE;1800;MOSTLY SATISFIED;NO
FEMALE;75;WIDOWED;2800;PLEASED;NO
MALE;62;MARRIED;2100;MOSTLY SATISFIED;NO
FEMALE;77;WIDOWED;890;MIXED;NO
FEMALE;56;SINGLE;444;MOSTLY DISSATISFIED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;66;MARRIED;1000;MIXED;NO
MALE;67;MARRIED;400;PLEASED;NA
MALE;73;MARRIED;1540;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;70;MARRIED;913;MOSTLY SATISFIED;YES
MALE;45;MARRIED;1400;MIXED;YES
FEMALE;34;MARRIED;2400;MOSTLY SATISFIED;NO
MALE;25;SINGLE;2490;MOSTLY SATISFIED;NO
FEMALE;33;MARRIED;900;MIXED;NO
FEMALE;58;WIDOWED;1600;PLEASED;NO
FEMALE;68;MARRIED;950;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1560;DELIGHTED;YES
MALE;22;SINGLE;1800;PLEASED;NO
MALE;57;MARRIED;2500;PLEASED;YES
MALE;47;SINGLE;2000;MIXED;YES
FEMALE;77;WIDOWED;860;MOSTLY SATISFIED;YES
FEMALE;63;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;62;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;71;MARRIED;700;MOSTLY SATISFIED;NO
MALE;75;MARRIED;700;PLEASED;NO
MALE;59;MARRIED;3500;PLEASED;NO
FEMALE;39;MARRIED;16000;PLEASED;NO
MALE;21;SINGLE;NA;PLEASED;NO
FEMALE;24;DIVORCED;1600;MOSTLY SATISFIED;YES
MALE;31;MARRIED;2000;PLEASED;NO
FEMALE;83;WIDOWED;700;MIXED;NO
MALE;47;MARRIED;2500;MIXED;YES
MALE;62;MARRIED;2000;PLEASED;NO
MALE;60;WIDOWED;1000;MOSTLY DISSATISFIED;NO
FEMALE;41;DIVORCED;1000;MOSTLY SATISFIED;NO
MALE;69;MARRIED;1700;MIXED;YES
FEMALE;62;MARRIED;1100;MOSTLY SATISFIED;NO
MALE;66;WIDOWED;830;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1500;PLEASED;YES
FEMALE;69;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;NA;PLEASED;NO
FEMALE;24;MARRIED;400;MOSTLY SATISFIED;NO
MALE;46;MARRIED;2000;MIXED;YES
MALE;29;SINGLE;2000;MOSTLY DISSATISFIED;YES
FEMALE;25;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;78;WIDOWED;1100;MOSTLY DISSATISFIED;NO
MALE;85;WIDOWED;1400;PLEASED;NO
FEMALE;83;WIDOWED;1200;MOSTLY DISSATISFIED;NO
FEMALE;58;DE FACTO SEPARATED;1600;MIXED;NO
MALE;26;SINGLE;6000;MOSTLY SATISFIED;NO
FEMALE;65;WIDOWED;1700;MOSTLY SATISFIED;NO
FEMALE;57;WIDOWED;1100;MOSTLY DISSATISFIED;YES
FEMALE;33;MARRIED;2500;PLEASED;NO
FEMALE;70;MARRIED;3600;PLEASED;NO
FEMALE;48;MARRIED;600;MIXED;NO
FEMALE;38;MARRIED;NA;MOSTLY DISSATISFIED;YES
FEMALE;69;WIDOWED;739;MOSTLY SATISFIED;NO
FEMALE;24;SINGLE;600;MIXED;NO
FEMALE;84;WIDOWED;1300;PLEASED;NO
MALE;31;MARRIED;1800;PLEASED;YES
FEMALE;64;MARRIED;1860;MOSTLY SATISFIED;NO
MALE;59;MARRIED;-8;PLEASED;NO
FEMALE;43;MARRIED;700;PLEASED;NO
FEMALE;64;MARRIED;900;MOSTLY SATISFIED;NO
MALE;74;MARRIED;1100;PLEASED;NO
MALE;52;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;2000;PLEASED;NO
FEMALE;30;MARRIED;2000;PLEASED;NO
FEMALE;66;WIDOWED;600;MIXED;NO
MALE;61;MARRIED;1500;PLEASED;NO
FEMALE;26;MARRIED;-8;MIXED;NO
FEMALE;73;WIDOWED;1115;MIXED;NO
MALE;54;MARRIED;1000;PLEASED;NO
MALE;26;SINGLE;1500;MIXED;NO
FEMALE;28;MARRIED;1500;PLEASED;NO
FEMALE;85;SINGLE;1260;MIXED;NO
FEMALE;77;WIDOWED;1700;MOSTLY SATISFIED;NO
FEMALE;75;WIDOWED;1480;MOSTLY SATISFIED;NO
FEMALE;38;DIVORCED;500;PLEASED;YES
MALE;59;WIDOWED;780;MIXED;YES
MALE;60;MARRIED;750;PLEASED;NO
FEMALE;31;MARRIED;1300;MOSTLY SATISFIED;YES
FEMALE;53;MARRIED;350;MIXED;NO
MALE;46;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1000;PLEASED;YES
MALE;80;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;57;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;34;MARRIED;2100;MOSTLY SATISFIED;YES
MALE;61;MARRIED;1150;PLEASED;NO
MALE;56;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;80;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;65;MARRIED;1300;MOSTLY SATISFIED;YES
FEMALE;61;MARRIED;1150;MIXED;NO
FEMALE;36;SINGLE;1800;MOSTLY SATISFIED;YES
FEMALE;78;WIDOWED;830;MOSTLY SATISFIED;NO
MALE;27;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;UNHAPPY;NO
FEMALE;67;WIDOWED;1598;MOSTLY SATISFIED;NO
FEMALE;46;MARRIED;1000;PLEASED;YES
FEMALE;47;WIDOWED;1500;MOSTLY SATISFIED;YES
MALE;64;MARRIED;2536;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;1650;MOSTLY SATISFIED;NO
FEMALE;30;SINGLE;3000;MOSTLY SATISFIED;NO
FEMALE;33;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;4000;MOSTLY SATISFIED;NO
FEMALE;68;MARRIED;2100;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;909;PLEASED;NO
FEMALE;30;SINGLE;1000;MOSTLY SATISFIED;YES
FEMALE;41;SINGLE;800;MOSTLY DISSATISFIED;YES
MALE;41;SINGLE;600;MIXED;YES
FEMALE;36;MARRIED;NA;PLEASED;NO
MALE;60;MARRIED;1800;PLEASED;NO
FEMALE;29;MARRIED;550;MOSTLY SATISFIED;NO
FEMALE;60;WIDOWED;960;MIXED;YES
FEMALE;61;DIVORCED;1200;MIXED;NO
MALE;42;MARRIED;3700;PLEASED;NO
FEMALE;38;MARRIED;NA;PLEASED;NO
FEMALE;59;SINGLE;765;MIXED;NO
MALE;48;MARRIED;-8;PLEASED;NO
FEMALE;21;SINGLE;NA;DELIGHTED;NO
FEMALE;82;WIDOWED;1800;MOSTLY SATISFIED;NO
MALE;49;MARRIED;NA;PLEASED;YES
MALE;39;MARRIED;3000;PLEASED;NO
MALE;32;MARRIED;3000;PLEASED;NO
MALE;34;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;31;SINGLE;1600;MIXED;NO
FEMALE;47;MARRIED;2100;MOSTLY SATISFIED;YES
MALE;60;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;78;WIDOWED;2100;MIXED;NO
MALE;41;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;22;SINGLE;NA;PLEASED;NO
FEMALE;42;MARRIED;-8;PLEASED;NO
FEMALE;35;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;-8;DELIGHTED;NO
FEMALE;56;SINGLE;1300;MOSTLY DISSATISFIED;NO
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;63;WIDOWED;-8;UNHAPPY;NO
MALE;36;SINGLE;1750;MIXED;YES
MALE;60;MARRIED;700;MIXED;NO
MALE;58;WIDOWED;2300;MOSTLY DISSATISFIED;YES
MALE;59;MARRIED;NA;PLEASED;NO
FEMALE;51;SINGLE;400;MOSTLY SATISFIED;YES
MALE;19;SINGLE;750;PLEASED;NO
FEMALE;81;WIDOWED;1450;MOSTLY SATISFIED;NO
FEMALE;63;WIDOWED;1700;MOSTLY DISSATISFIED;NO
FEMALE;79;WIDOWED;1420;MOSTLY SATISFIED;NO
FEMALE;28;MARRIED;1900;PLEASED;YES
MALE;40;MARRIED;4000;PLEASED;NO
MALE;69;MARRIED;1200;PLEASED;YES
FEMALE;53;WIDOWED;1300;MOSTLY SATISFIED;NO
MALE;70;MARRIED;1200;PLEASED;NO
FEMALE;61;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;16;SINGLE;NA;PLEASED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
MALE;53;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;43;MARRIED;2250;MOSTLY SATISFIED;YES
FEMALE;48;MARRIED;NA;MIXED;NO
MALE;44;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;62;MARRIED;1000;PLEASED;NO
FEMALE;51;DIVORCED;-8;MOSTLY SATISFIED;NO
MALE;21;SINGLE;NA;PLEASED;NO
MALE;20;SINGLE;NA;MOSTLY SATISFIED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;33;SINGLE;1200;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;56;MARRIED;920;MOSTLY SATISFIED;NO
FEMALE;28;MARRIED;840;PLEASED;YES
FEMALE;38;DIVORCED;1650;MOSTLY SATISFIED;NO
FEMALE;48;WIDOWED;-8;MIXED;YES
FEMALE;89;WIDOWED;850;MIXED;NO
MALE;27;SINGLE;1276;MOSTLY DISSATISFIED;NO
MALE;33;MARRIED;-8;PLEASED;NO
MALE;49;MARRIED;1000;MIXED;YES
FEMALE;44;MARRIED;1200;MIXED;NO
FEMALE;72;WIDOWED;1100;MOSTLY SATISFIED;NO
FEMALE;28;MARRIED;-8;PLEASED;NO
FEMALE;37;MARRIED;1250;DELIGHTED;NO
FEMALE;22;SINGLE;NA;PLEASED;NO
FEMALE;55;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;2000;MIXED;NO
MALE;57;DIVORCED;1500;MOSTLY DISSATISFIED;NO
FEMALE;28;MARRIED;1800;PLEASED;NO
MALE;55;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;1150;MIXED;YES
FEMALE;76;MARRIED;900;PLEASED;NO
FEMALE;58;DE FACTO SEPARATED;900;MIXED;NO
FEMALE;64;MARRIED;1180;PLEASED;NO
MALE;73;MARRIED;2920;PLEASED;NO
FEMALE;49;MARRIED;520;PLEASED;NO
FEMALE;50;MARRIED;495;MOSTLY SATISFIED;YES
MALE;23;SINGLE;1980;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
